committee_id,committee_name,report_year,file_number,payee_name,expenditure_description,expenditure_date,dissemination_date,expenditure_amount,support_oppose_indicator,candidate_id,candidate_name,candidate_office,candidate_office_state,candidate_office_district,candidate_party,election_type,election_type_full
C00487470,CLUB FOR GROWTH ACTION,2021,1513084,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),4/19/21 0:00,4/19/21 0:00,179.86,O,H8TX06266,"ELLZEY, JOHN KEVIN SR",H,TX,6,REP,S2021,SPECIAL-GENERAL
C00487470,CLUB FOR GROWTH ACTION,2022,1600647,CLUB FOR GROWTH,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),6/3/22 0:00,6/3/22 0:00,28.26,S,S2NV00324,"LAXALT, ADAM",S,NV,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1514727,CLUB FOR GROWTH,TEXT MESSAGING (FROM ADVANCE LINE 21),4/28/21 0:00,4/28/21 0:00,299.84,S,H2TX06251,"WRIGHT, SUSAN",H,TX,6,REP,S2021,SPECIAL-GENERAL
C00487470,CLUB FOR GROWTH ACTION,2021,1514727,WARFIELD AND COMPANY,RADIO AD PRODUCTION,4/28/21 0:00,4/28/21 0:00,3867,S,H2TX06251,"WRIGHT, SUSAN",H,TX,6,REP,S2021,SPECIAL-GENERAL
C00487470,CLUB FOR GROWTH ACTION,2021,1521518,"CATAMARAN CONSULTING, LLC","MAIL PRODUCTION, POSTAGE",6/16/21 0:00,6/22/21 0:00,16162,S,H2TX06251,"WRIGHT, SUSAN",H,TX,6,REP,R2021,RUNOFF
C00487470,CLUB FOR GROWTH ACTION,2021,1530178,CLUB FOR GROWTH,TV AD COSTS (FROM ADVANCE LINE 21),7/23/21 0:00,7/23/21 0:00,40.93,O,H6WY00159,"CHENEY, ELIZABETH MRS.",H,WY,1,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1529222,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),7/19/21 0:00,7/19/21 0:00,166.22,O,H2OH15129,"PETERSON, BOB",H,OH,15,REP,S2021,SPECIAL-PRIMARY
C00487470,CLUB FOR GROWTH ACTION,2022,1595604,CLUB FOR GROWTH,RADIO AD PRODUCTION (FROM ADVANCE LINE 21),5/18/22 0:00,5/18/22 0:00,102.29,O,H2IL13120,"DAVIS, RODNEY L",H,IL,15,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1592149,"GRP BUYING, LLC",TV AD PLACEMENT,4/29/22 0:00,5/4/22 0:00,578880,O,H2NC04200,"DAUGHTRY, KELLY",H,NC,13,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1605354,CLUB FOR GROWTH,DIGITAL AD PRODUCTION (FROM ADVANCE LINE 21),6/24/22 0:00,6/24/22 0:00,72.47,O,H2IL13120,"DAVIS, RODNEY L",H,IL,15,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1587832,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),4/16/22 0:00,4/16/22 0:00,190.96,S,H2NC05157,"HINES, ROBERT",H,NC,13,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1485372,"EXODUS AIR CRAFT, LLC",BUS TOUR TRAVEL,1/3/21 0:00,1/3/21 0:00,6720,S,S0GA00526,"LOEFFLER, KELLY",S,GA,0,REP,R2021,RUNOFF
C00487470,CLUB FOR GROWTH ACTION,2021,1541316,COLD SPARK MEDIA,DIGITAL AD PLACEMENT,10/7/21 0:00,10/8/21 0:00,97500,S,S2NC00505,"BUDD, THEODORE P",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1530154,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),7/23/21 0:00,7/23/21 0:00,166.22,O,H2OH15129,"PETERSON, BOB",H,OH,15,REP,S2021,SPECIAL-PRIMARY
C00487470,CLUB FOR GROWTH ACTION,2022,1568232,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),2/9/22 0:00,2/9/22 0:00,77.84,O,S2NC00489,"MCCRORY, PATRICK LLOYD",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1572948,WPAI,DATA ANALYTICS,3/3/22 0:00,3/7/22 0:00,200,O,S2NC00489,"MCCRORY, PATRICK LLOYD",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1587499,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),4/14/22 0:00,4/14/22 0:00,190.96,S,H2NC05157,"HINES, ROBERT",H,NC,13,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1592466,"MEDIUM BUYING, LLC",TV AD PLACEMENT,4/29/22 0:00,5/4/22 0:00,413343.75,S,H0IL15129,"MILLER, MARY",H,IL,15,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1530145,"BIG DOG STRATEGIES, LLC","MAIL PRODUCTION, POSTAGE",7/22/21 0:00,7/22/21 0:00,27218.1,O,H2OH15145,"LARE, JEFF",H,OH,15,REP,S2021,SPECIAL-PRIMARY
C00487470,CLUB FOR GROWTH ACTION,2022,1617924,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),7/20/22 0:00,7/20/22 0:00,163.37,S,H0FL13158,"PAULINA LUNA, ANNA",H,FL,13,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1579208,CLUB FOR GROWTH,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),3/11/22 0:00,3/11/22 0:00,10.17,O,S2OH00436,"VANCE, J D",S,OH,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1514285,CLUB FOR GROWTH,RADIO AD PRODUCTION (FROM ADVANCE LINE 21),4/23/21 0:00,4/23/21 0:00,204.03,O,H8TX06266,"ELLZEY, JOHN KEVIN SR",H,TX,6,REP,S2021,SPECIAL-GENERAL
C00487470,CLUB FOR GROWTH ACTION,2022,1601031,CLUB FOR GROWTH,TV AD PRODUCTION (FROM ADVANCE LINE 21),6/9/22 0:00,6/9/22 0:00,380.91,O,S2AZ00331,"LAMON, JIM MR",S,AZ,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1523250,"CATAMARAN CONSULTING, LLC","MAIL PRODUCTION, POSTAGE",6/29/21 0:00,7/6/21 0:00,4401,S,H2TX06251,"WRIGHT, SUSAN",H,TX,6,REP,R2021,RUNOFF
C00487470,CLUB FOR GROWTH ACTION,2022,1579234,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),4/7/22 0:00,4/7/22 0:00,153.43,S,H4WV02080,"MOONEY, ALEXANDER XAVIER",H,WV,2,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1551150,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),12/7/21 0:00,12/7/21 0:00,155.5,O,S2NC00489,"MCCRORY, PATRICK LLOYD",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1579267,WPAI,DATA ANALYTICS,4/4/22 0:00,4/8/22 0:00,100,S,H4WV02080,"MOONEY, ALEXANDER XAVIER",H,WV,2,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1580030,CLUB FOR GROWTH,PRESS RELEASE (FROM ADVANCE LINE 21),4/7/22 0:00,4/7/22 0:00,296.54,S,H2NC05157,"HINES, ROBERT",H,NC,13,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1550389,CLUB FOR GROWTH,WEBSITE DESIGN (FROM ADVANCE LINE 21),11/30/21 0:00,11/30/21 0:00,666.99,O,S2NC00489,"MCCRORY, PATRICK LLOYD",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1579208,CLUB FOR GROWTH,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),3/11/22 0:00,3/11/22 0:00,10.17,O,S2OH00360,"TIMKEN, JANE",S,OH,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1572509,CLUB FOR GROWTH,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),2/22/22 0:00,2/22/22 0:00,24.65,S,S8AL00381,"BROOKS, MO",S,AL,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1578233,"THE STONERIDGE GROUP, LLC","MAIL PRODUCTION, POSTAGE",4/4/22 0:00,4/5/22 0:00,12664.68,O,H0WV01072,"MCKINLEY, DAVID B. MR.",H,WV,2,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1521846,"CATAMARAN CONSULTING, LLC",DOOR HANGERS,6/23/21 0:00,6/28/21 0:00,2460,O,H8TX06266,"ELLZEY, JOHN KEVIN SR",H,TX,6,REP,R2021,RUNOFF
C00487470,CLUB FOR GROWTH ACTION,2021,1529222,"BIG DOG STRATEGIES, LLC","MAIL PRODUCTION, POSTAGE",7/18/21 0:00,7/19/21 0:00,27218.1,O,H2OH15129,"PETERSON, BOB",H,OH,15,REP,S2021,SPECIAL-PRIMARY
C00487470,CLUB FOR GROWTH ACTION,2022,1579069,WPAI,DATA ANALYTICS,3/29/22 0:00,4/7/22 0:00,200,S,H0IL15129,"MILLER, MARY",H,IL,15,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1546466,PRIME MEDIA PARTNERS,RADIO AD PRODUCTION,10/18/21 0:00,10/23/21 0:00,2500,O,S2OH00436,"VANCE, J D",S,OH,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1580030,"MCSHANE, LLC","MAIL PRODUCTION, POSTAGE",3/28/22 0:00,4/9/22 0:00,14940.09,S,H2NC05157,"HINES, ROBERT",H,NC,13,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1579226,CLUB FOR GROWTH,RADIO AD PRODUCTION (FROM ADVANCE LINE 21),4/6/22 0:00,4/6/22 0:00,218.73,O,H0WV01072,"MCKINLEY, DAVID B. MR.",H,WV,2,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1610792,CLUB FOR GROWTH,TV AD PRODUCTION (FROM ADVANCE LINE 21),7/13/22 0:00,7/13/22 0:00,230.53,S,H0FL13158,"PAULINA LUNA, ANNA",H,FL,13,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1576484,CLUB FOR GROWTH,TV AD COSTS (FROM ADVANCE LINE 21),3/23/22 0:00,3/23/22 0:00,1.34,O,S2NC00489,"MCCRORY, PATRICK LLOYD",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1610792,WARFIELD AND COMPANY,DIGITAL AD PRODUCTION,7/11/22 0:00,7/13/22 0:00,2385,S,H0FL13158,"PAULINA LUNA, ANNA",H,FL,13,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1550218,CLUB FOR GROWTH,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),11/23/21 0:00,11/23/21 0:00,10.17,O,S2AL00145,"BRITT, KATIE BOYD",S,AL,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1587499,CLUB FOR GROWTH,TV AD PRODUCTION (FROM ADVANCE LINE 21),4/14/22 0:00,4/14/22 0:00,81.08,S,H2NC05157,"HINES, ROBERT",H,NC,13,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1571826,CLUB FOR GROWTH,TV AD COSTS (FROM ADVANCE LINE 21),2/23/22 0:00,2/23/22 0:00,68.66,O,S2NC00489,"MCCRORY, PATRICK LLOYD",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1524799,"BIG DOG STRATEGIES, LLC","MAIL PRODUCTION, POSTAGE",7/12/21 0:00,7/12/21 0:00,5728.5,O,H2OH15145,"LARE, JEFF",H,OH,15,REP,S2021,SPECIAL-PRIMARY
C00487470,CLUB FOR GROWTH ACTION,2021,1551339,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),12/10/21 0:00,12/10/21 0:00,155.5,O,S2NC00489,"MCCRORY, PATRICK LLOYD",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1546625,"MARTIN & BLAINE, THE DIFFERENTIATORS LLC","MAIL PRODUCTION, POSTAGE",10/26/21 0:00,10/26/21 0:00,44895.16,S,S2NC00505,"BUDD, THEODORE P",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1576220,CLUB FOR GROWTH,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),3/18/22 0:00,3/18/22 0:00,56.53,S,S2NC00505,"BUDD, THEODORE P",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1563230,"ARMADA STRATEGIES, LLC",TV AD PLACEMENT,1/28/22 0:00,1/29/22 0:00,2318.75,O,S2OH00360,"TIMKEN, JANE",S,OH,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1581146,COLD SPARK MEDIA,"MAIL PRODUCTION, POSTAGE",4/11/22 0:00,4/13/22 0:00,23644.89,S,H0IL15129,"MILLER, MARY",H,IL,15,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1485353,CLUB FOR GROWTH,BUS TOUR STAFF COSTS (FROM ADVANCE LINE 21),1/3/21 0:00,1/3/21 0:00,1071.32,S,S4GA11285,"PERDUE, DAVID",S,GA,0,REP,R2021,RUNOFF
C00487470,CLUB FOR GROWTH ACTION,2022,1576484,"MEDIUM BUYING, LLC",TV AD PLACEMENT,3/16/22 0:00,3/23/22 0:00,22500,O,S2NC00489,"MCCRORY, PATRICK LLOYD",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1537325,PRIME MEDIA PARTNERS,TV AD PRODUCTION COSTS,8/31/21 0:00,9/7/21 0:00,34000,S,S2NC00505,"BUDD, THEODORE P",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1599420,CLUB FOR GROWTH,RADIO AD COSTS (FROM ADVANCE LINE 21),6/1/22 0:00,6/1/22 0:00,37.29,S,H0IL15129,"MILLER, MARY",H,IL,15,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1602294,WARFIELD AND COMPANY,TV AD PRODUCTION,6/14/22 0:00,6/15/22 0:00,11000,S,H2WY00166,"HAGEMAN, HARRIET",H,WY,1,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1587500,"ARMADA STRATEGIES, LLC",TV AD PLACEMENT,4/13/22 0:00,4/15/22 0:00,501777.43,O,S2OH00360,"TIMKEN, JANE",S,OH,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1573155,CLUB FOR GROWTH,INTERNET COMMUNICATIONS (FROM ADVANCE FOR LINE 21),3/9/22 0:00,3/9/22 0:00,15.25,S,S2NV00324,"LAXALT, ADAM",S,NV,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1609250,WPAI,DATA ANALYTICS,7/7/22 0:00,7/12/22 0:00,100,S,H2MO07143,"BURLISON, ERIC",H,MO,7,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1514416,WPAI,DATA ANALYTICS,4/26/21 0:00,4/26/21 0:00,200,O,H8TX06266,"ELLZEY, JOHN KEVIN SR",H,TX,6,REP,S2021,SPECIAL-GENERAL
C00487470,CLUB FOR GROWTH ACTION,2022,1587499,WARFIELD AND COMPANY,TV AD PRODUCTION (ADDED TO PREVIOUSLY REPORTED PLACEMENT),4/13/22 0:00,4/14/22 0:00,1650,S,H2NC05157,"HINES, ROBERT",H,NC,13,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1556140,WPAI,DATA ANALYTICS,1/13/22 0:00,1/14/22 0:00,200,S,S8AL00381,"BROOKS, MO",S,AL,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1514844,CLUB FOR GROWTH,TELE-TOWN HALL (FROM ADVANCE LINE 21),4/29/21 0:00,4/29/21 0:00,465.35,S,H2TX06251,"WRIGHT, SUSAN",H,TX,6,REP,S2021,SPECIAL-GENERAL
C00487470,CLUB FOR GROWTH ACTION,2022,1591151,"THE STONERIDGE GROUP, LLC","MAIL PRODUCTION, POSTAGE",4/26/22 0:00,4/28/22 0:00,12664.68,O,H0WV01072,"MCKINLEY, DAVID B. MR.",H,WV,2,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1591157,"GRP BUYING, LLC","TV AD PLACEMENT, ORIGINALLY REPORTED 4/20/22, CHANGE IN CANDIDATE SUPPORT/OPPOSE",4/29/22 0:00,4/29/22 0:00,126042.86,O,H2NC04200,"DAUGHTRY, KELLY",H,NC,13,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1602287,CLUB FOR GROWTH,DIGITAL AD COSTS (FROM ADVANCE LINE 21),6/15/22 0:00,6/15/22 0:00,377.1,O,H2IL13120,"DAVIS, RODNEY L",H,IL,15,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1595604,"MEDIUM BUYING, LLC",RADIO AD PLACEMENT,5/16/22 0:00,5/18/22 0:00,30228.75,O,H2IL13120,"DAVIS, RODNEY L",H,IL,15,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1588412,COLD SPARK MEDIA,"MAIL PRODUCTION, POSTAGE",4/14/22 0:00,4/19/22 0:00,23182.39,S,H0IL15129,"MILLER, MARY",H,IL,15,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1485353,"ACS AIR CHARTER SERVICE, INC.",BUS TOUR TRAVEL COSTS,1/3/21 0:00,1/3/21 0:00,12792.5,S,S4GA11285,"PERDUE, DAVID",S,GA,0,REP,R2021,RUNOFF
C00487470,CLUB FOR GROWTH ACTION,2022,1591157,"GRP BUYING, LLC","TV AD PLACEMENT, ORIGINALLY REPORTED 4/20/22, CHANGE IN CANDIDATE SUPPORT/OPPOSE",4/29/22 0:00,4/29/22 0:00,-126042.86,S,H2NC05157,"HINES, ROBERT",H,NC,13,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1590082,CLUB FOR GROWTH,TV AD PRODUCTION COSTS (FROM ADVANCE LINE 21),4/20/22 0:00,4/20/22 0:00,56.53,S,S2NC00505,"BUDD, THEODORE P",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1579067,CLUB FOR GROWTH,TV AD PRODUCTION (FROM ADVANCE LINE 21),4/6/22 0:00,4/6/22 0:00,303.91,S,H0IL15129,"MILLER, MARY",H,IL,15,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1530145,CLUB FOR GROWTH,DIGITAL AD PRODUCTION (FROM ADVANCE LINE 21),7/22/21 0:00,7/22/21 0:00,151.01,O,H2OH15129,"PETERSON, BOB",H,OH,15,REP,S2021,SPECIAL-PRIMARY
C00487470,CLUB FOR GROWTH ACTION,2021,1524799,"BIG DOG STRATEGIES, LLC","MAIL PRODUCTION, POSTAGE",7/12/21 0:00,7/12/21 0:00,17634.5,O,H2OH15152,"KUNZE, STEPHANIE L.",H,OH,15,REP,S2021,SPECIAL-PRIMARY
C00487470,CLUB FOR GROWTH ACTION,2022,1600846,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),6/7/22 0:00,6/7/22 0:00,113.72,O,H2IL13120,"DAVIS, RODNEY L",H,IL,15,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1590601,"GRP BUYING, LLC",RADIO AD PLACEMENT,4/25/22 0:00,4/27/22 0:00,3515.63,S,H4WV02080,"MOONEY, ALEXANDER XAVIER",H,WV,2,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1599414,COLD SPARK MEDIA,"MAIL PRODUCTION, POSTAGE",5/26/22 0:00,5/31/22 0:00,11720.57,S,H0IL15129,"MILLER, MARY",H,IL,15,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1591726,"MCSHANE, LLC","MAIL PRODUCTION, POSTAGE",4/26/22 0:00,5/2/22 0:00,14940.09,O,H2NC04200,"DAUGHTRY, KELLY",H,NC,13,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1514285,"CATAMARAN CONSULTING, LLC","MAIL PRODUCTION, POSTAGE",4/20/21 0:00,4/23/21 0:00,13375,O,H8TX06266,"ELLZEY, JOHN KEVIN SR",H,TX,6,REP,S2021,SPECIAL-GENERAL
C00487470,CLUB FOR GROWTH ACTION,2022,1600838,"ARMADA STRATEGIES, LLC",TV AD PLACEMENT,6/7/22 0:00,6/8/22 0:00,100000,S,S2NV00324,"LAXALT, ADAM",S,NV,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1550218,CLUB FOR GROWTH,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),11/22/21 0:00,11/22/21 0:00,15.25,O,S2AL00145,"BRITT, KATIE BOYD",S,AL,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1526682,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),7/15/21 0:00,7/15/21 0:00,166.22,O,H2OH15145,"LARE, JEFF",H,OH,15,REP,S2021,SPECIAL-PRIMARY
C00487470,CLUB FOR GROWTH ACTION,2022,1592466,CLUB FOR GROWTH,TV AD COSTS (FROM ADVANCE LINE 21),5/4/22 0:00,5/4/22 0:00,37.29,S,H0IL15129,"MILLER, MARY",H,IL,15,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1514640,CLUB FOR GROWTH,TEXT MESSAGING (FROM ADVANCE LINE 21),4/27/21 0:00,4/27/21 0:00,397.94,S,H2TX06251,"WRIGHT, SUSAN",H,TX,6,REP,S2021,SPECIAL-GENERAL
C00487470,CLUB FOR GROWTH ACTION,2022,1581180,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),4/12/22 0:00,4/12/22 0:00,153.43,S,H4WV02080,"MOONEY, ALEXANDER XAVIER",H,WV,2,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1541876,"MARTIN & BLAINE, THE DIFFERENTIATORS LLC","MAIL PRODUCTION, POSTAGE",10/8/21 0:00,10/11/21 0:00,44895.16,S,S2NC00505,"BUDD, THEODORE P",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1592626,CLUB FOR GROWTH,TEXT/PHONE MESSAGING (FROM ADVANCE LINE 21),5/6/22 0:00,5/6/22 0:00,60.55,O,H2NC04200,"DAUGHTRY, KELLY",H,NC,13,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1521848,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),6/29/21 0:00,6/29/21 0:00,224.47,S,H2TX06251,"WRIGHT, SUSAN",H,TX,6,REP,R2021,RUNOFF
C00487470,CLUB FOR GROWTH ACTION,2022,1590097,"THE STONERIDGE GROUP, LLC","MAIL PRODUCTION, POSTAGE",4/20/22 0:00,4/21/22 0:00,12664.68,O,H0WV01072,"MCKINLEY, DAVID B. MR.",H,WV,2,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1574302,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),3/15/22 0:00,3/15/22 0:00,175.44,O,S2NC00489,"MCCRORY, PATRICK LLOYD",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1522391,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),7/1/21 0:00,7/1/21 0:00,224.47,S,H2TX06251,"WRIGHT, SUSAN",H,TX,6,REP,R2021,RUNOFF
C00487470,CLUB FOR GROWTH ACTION,2022,1587501,"THE STONERIDGE GROUP, LLC","MAIL PRODUCTION, POSTAGE",4/11/22 0:00,4/14/22 0:00,12664.68,S,H4WV02080,"MOONEY, ALEXANDER XAVIER",H,WV,2,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1511788,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),4/15/21 0:00,4/15/21 0:00,162.93,O,H8TX06266,"ELLZEY, JOHN KEVIN SR",H,TX,6,REP,S2021,SPECIAL-GENERAL
C00487470,CLUB FOR GROWTH ACTION,2022,1578233,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),4/5/22 0:00,4/5/22 0:00,153.43,O,H0WV01072,"MCKINLEY, DAVID B. MR.",H,WV,2,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1551150,WPAI,DATA ANALYTICS,12/7/21 0:00,12/7/21 0:00,5000,O,S2NC00489,"MCCRORY, PATRICK LLOYD",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1605291,CLUB FOR GROWTH,DIGITAL AD PRODUCTION (FROM ADVANCE LINE 21),6/23/22 0:00,6/23/22 0:00,83.9,O,H2IL13120,"DAVIS, RODNEY L",H,IL,15,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1537752,CLUB FOR GROWTH,TV AD PRODUCTION (FROM ADVANCE LINE 21),9/12/21 0:00,9/12/21 0:00,201.94,O,S2NC00489,"MCCRORY, PATRICK LLOYD",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1591157,"GRP BUYING, LLC","RADIO AD PLACEMENT, ORIGINALLY REPORTED 4/20/22, CHANGE IN CANDIDATE SUPPORT/OPPOSE",4/29/22 0:00,4/29/22 0:00,-11912.95,S,H2NC05157,"HINES, ROBERT",H,NC,13,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1531661,"MEDIUM BUYING, LLC",TV AD PLACEMENT,7/26/21 0:00,7/29/21 0:00,56025,O,S2NC00489,"MCCRORY, PATRICK LLOYD",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1521848,CLUB FOR GROWTH,TV AD PRODUCTION (FROM ADVANCE LINE 21),6/29/21 0:00,6/29/21 0:00,207.05,S,H2TX06251,"WRIGHT, SUSAN",H,TX,6,REP,R2021,RUNOFF
C00487470,CLUB FOR GROWTH ACTION,2021,1514416,"CATAMARAN CONSULTING, LLC","MAIL PRODUCTION, POSTAGE",4/23/21 0:00,4/26/21 0:00,12778,O,H8TX06266,"ELLZEY, JOHN KEVIN SR",H,TX,6,REP,S2021,SPECIAL-GENERAL
C00487470,CLUB FOR GROWTH ACTION,2021,1514285,"MEDIUM BUYING, LLC",RADIO AD PLACEMENT,4/23/21 0:00,4/23/21 0:00,36005,O,H8TX06266,"ELLZEY, JOHN KEVIN SR",H,TX,6,REP,S2021,SPECIAL-GENERAL
C00487470,CLUB FOR GROWTH ACTION,2022,1569032,CLUB FOR GROWTH,RADIO AD PRODUCTION (FROM ADVANCE LINE 21),2/15/22 0:00,2/15/22 0:00,145.13,S,S2NV00324,"LAXALT, ADAM",S,NV,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1577405,CLUB FOR GROWTH,TV AD PRODUCTION (FROM ADVANCE LINE 21),3/30/22 0:00,3/30/22 0:00,267.02,O,S2AL00145,"BRITT, KATIE BOYD",S,AL,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1597885,WARFIELD AND COMPANY,TV AD PRODUCTION,5/24/22 0:00,5/25/22 0:00,12312,O,S2NV00308,"BROWN, SAM",S,NV,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1530955,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),7/27/21 0:00,7/27/21 0:00,166.22,O,H2OH15145,"LARE, JEFF",H,OH,15,REP,S2021,SPECIAL-PRIMARY
