committee_id,committee_name,report_year,file_number,payee_name,expenditure_description,expenditure_date,dissemination_date,expenditure_amount,support_oppose_indicator,candidate_id,candidate_name,candidate_office,candidate_office_state,candidate_office_district,candidate_party,election_type,election_type_full
C00487470,CLUB FOR GROWTH ACTION,2022,1590082,CLUB FOR GROWTH,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),4/18/22 0:00,4/18/22 0:00,25.94,S,S2NC00505,"BUDD, THEODORE P",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1567018,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),2/1/22 0:00,2/1/22 0:00,146.78,S,S8AL00381,"BROOKS, MO",S,AL,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1581164,CLUB FOR GROWTH,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),3/29/22 0:00,3/29/22 0:00,14.13,S,S2NV00324,"LAXALT, ADAM",S,NV,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1600647,CLUB FOR GROWTH,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),5/31/22 0:00,5/31/22 0:00,28.26,S,S2NV00324,"LAXALT, ADAM",S,NV,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1587500,PRIME MEDIA PARTNERS,TV AD PRODUCTION,4/13/22 0:00,4/15/22 0:00,10325,O,S8OH00086,"GIBBONS, MICHAEL",S,OH,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1600994,"ARMADA STRATEGIES, LLC",TV AD PLACEMENT,6/8/22 0:00,6/9/22 0:00,100000,S,S2NV00324,"LAXALT, ADAM",S,NV,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1550389,CLUB FOR GROWTH,TV AD PRODUCTION (FROM ADVANCE LINE 21),11/30/21 0:00,11/30/21 0:00,414.85,O,S2NC00489,"MCCRORY, PATRICK LLOYD",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1578233,WPAI,DATA ANALYTICS,4/4/22 0:00,4/5/22 0:00,100,S,H4WV02080,"MOONEY, ALEXANDER XAVIER",H,WV,2,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1579208,CLUB FOR GROWTH,TV AD COSTS (FROM ADVANCE LINE 21),4/8/22 0:00,4/8/22 0:00,52.05,O,S2OH00360,"TIMKEN, JANE",S,OH,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1573512,CLUB FOR GROWTH,TV AD COSTS (FROM ADVANCE LINE 21),3/9/22 0:00,3/9/22 0:00,33.56,S,S2NC00505,"BUDD, THEODORE P",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1601031,CLUB FOR GROWTH,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),5/24/22 0:00,5/24/22 0:00,14.13,S,S2AZ00372,"MASTERS, BLAKE",S,AZ,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1574696,CLUB FOR GROWTH,TV AD COSTS (FROM ADVANCE LINE 21),3/17/22 0:00,3/17/22 0:00,45.23,O,S2NC00489,"MCCRORY, PATRICK LLOYD",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1600647,CLUB FOR GROWTH,DIGITAL AD PRODUCTION (FROM ADVANCE LINE 21),6/6/22 0:00,6/6/22 0:00,197.13,S,S2NV00324,"LAXALT, ADAM",S,NV,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1590523,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),4/25/22 0:00,4/25/22 0:00,153.43,S,H4WV02080,"MOONEY, ALEXANDER XAVIER",H,WV,2,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1579234,"THE STONERIDGE GROUP, LLC","MAIL PRODUCTION, POSTAGE",4/5/22 0:00,4/7/22 0:00,12664.68,O,H0WV01072,"MCKINLEY, DAVID B. MR.",H,WV,2,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1591937,CLUB FOR GROWTH,TV AD PRODUCTION (FROM ADVANCE LINE 21),5/3/22 0:00,5/3/22 0:00,346.82,O,S2NC00489,"MCCRORY, PATRICK LLOYD",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1591937,PRIME MEDIA PARTNERS,TV AD PRODUCTION (ADDED TO PREVIOUSLY REPORTED PLACEMENT),5/2/22 0:00,5/3/22 0:00,44309.59,O,S2NC00489,"MCCRORY, PATRICK LLOYD",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1579076,CLUB FOR GROWTH,TV AD COSTS (FROM ADVANCE LINE 21),4/6/22 0:00,4/6/22 0:00,60.13,O,S2NC00489,"MCCRORY, PATRICK LLOYD",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1579070,WARFIELD AND COMPANY,TV AD PRODUCTION,4/4/22 0:00,4/6/22 0:00,10260,S,H2NC05157,"HINES, ROBERT",H,NC,13,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1591159,"MEDIUM BUYING, LLC",TV AD PLACEMENT,4/25/22 0:00,4/27/22 0:00,730715.14,O,S2AL00145,"BRITT, KATIE BOYD",S,AL,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1579267,WPAI,DATA ANALYTICS,4/4/22 0:00,4/8/22 0:00,100,O,H0WV01072,"MCKINLEY, DAVID B. MR.",H,WV,2,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1578233,WPAI,DATA ANALYTICS,4/4/22 0:00,4/5/22 0:00,100,O,H0WV01072,"MCKINLEY, DAVID B. MR.",H,WV,2,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1528198,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),7/16/21 0:00,7/16/21 0:00,207.56,S,H2TX06251,"WRIGHT, SUSAN",H,TX,6,REP,R2021,RUNOFF
C00487470,CLUB FOR GROWTH ACTION,2022,1589817,CLUB FOR GROWTH,TV AD COSTS (FROM ADVANCE LINE 21),4/20/22 0:00,4/20/22 0:00,74.58,O,S2OH00436,"VANCE, J D",S,OH,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1520586,"CATAMARAN CONSULTING, LLC","MAIL PRODUCTION, POSTAGE",6/14/21 0:00,6/17/21 0:00,16162,S,H2TX06251,"WRIGHT, SUSAN",H,TX,6,REP,R2021,RUNOFF
C00487470,CLUB FOR GROWTH ACTION,2022,1611109,"CATAMARAN CONSULTING, LLC","MAIL PRODUCTION, POSTAGE",7/8/22 0:00,7/14/22 0:00,21198,O,H2MO07168,"WASSON, JAY",H,MO,7,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1601541,"MEDIUM BUYING, LLC",TV AD PLACEMENT,6/9/22 0:00,6/11/22 0:00,87890.63,O,H2IL13120,"DAVIS, RODNEY L",H,IL,15,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1609250,CLUB FOR GROWTH,DOOR TO DOOR FIELD PROGRAM (FROM ADVANCE LINE 21),7/12/22 0:00,7/12/22 0:00,128.65,O,H2MO07168,"WASSON, JAY",H,MO,7,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1556136,CLUB FOR GROWTH,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),1/11/22 0:00,1/11/22 0:00,13.6,O,S2AL00145,"BRITT, KATIE BOYD",S,AL,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1569046,WARFIELD AND COMPANY,RADIO AD PRODUCTION,2/11/22 0:00,2/15/22 0:00,3800,S,S8AL00381,"BROOKS, MO",S,AL,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1529160,"CATAMARAN CONSULTING, LLC","MAIL PRODUCTION, POSTAGE",7/9/21 0:00,7/19/21 0:00,13420,S,H2TX06251,"WRIGHT, SUSAN",H,TX,6,REP,R2021,RUNOFF
C00487470,CLUB FOR GROWTH ACTION,2022,1572507,"CATAMARAN CONSULTING, LLC","MAIL PRODUCTION, POSTAGE",2/28/22 0:00,3/3/22 0:00,26657,S,S2NV00324,"LAXALT, ADAM",S,NV,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1617956,CLUB FOR GROWTH,RADIO AD PRODUCTION (FROM ADVANCE LINE 21),7/20/22 0:00,7/20/22 0:00,156.17,S,H2MO07143,"BURLISON, ERIC",H,MO,7,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1607305,"MEDIUM BUYING, LLC",TV AD PLACEMENT,7/5/22 0:00,7/6/22 0:00,340571.25,O,H2MO07168,"WASSON, JAY",H,MO,7,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1592149,"GRP BUYING, LLC",RADIO AD PLACEMENT,4/29/22 0:00,5/4/22 0:00,33356.25,O,H2NC04200,"DAUGHTRY, KELLY",H,NC,13,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1546466,PRIME MEDIA PARTNERS,TV AD PRODUCTION,10/18/21 0:00,10/23/21 0:00,9500,O,S2OH00436,"VANCE, J D",S,OH,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1568232,"MARTIN & BLAINE, THE DIFFERENTIATORS LLC","MAIL PRODUCTION, POSTAGE",2/8/22 0:00,2/9/22 0:00,13490,S,S2NC00505,"BUDD, THEODORE P",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1569046,CLUB FOR GROWTH,RADIO AD PRODUCTION (FROM ADVANCE LINE 21),2/15/22 0:00,2/15/22 0:00,100.07,S,S8AL00381,"BROOKS, MO",S,AL,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1591157,WARFIELD AND COMPANY,TV AD PRODUCTION,4/27/22 0:00,4/29/22 0:00,10780,O,H2NC04200,"DAUGHTRY, KELLY",H,NC,13,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1523743,"CATAMARAN CONSULTING, LLC","MAIL PRODUCTION, POSTAGE",6/28/21 0:00,7/8/21 0:00,11708,S,H2TX06251,"WRIGHT, SUSAN",H,TX,6,REP,R2021,RUNOFF
C00487470,CLUB FOR GROWTH ACTION,2021,1524787,"CATAMARAN CONSULTING, LLC","MAIL PRODUCTION, POSTAGE",7/8/21 0:00,7/13/21 0:00,11708,S,H2TX06251,"WRIGHT, SUSAN",H,TX,6,REP,R2021,RUNOFF
C00487470,CLUB FOR GROWTH ACTION,2022,1588449,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),4/19/22 0:00,4/19/22 0:00,153.43,O,H0WV01072,"MCKINLEY, DAVID B. MR.",H,WV,2,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1541316,CLUB FOR GROWTH,DIGITAL AD PRODUCTION (FROM ADVANCE LINE 21),10/8/21 0:00,10/8/21 0:00,239.09,S,S2NC00505,"BUDD, THEODORE P",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1563230,CLUB FOR GROWTH,TV AD COSTS (FROM ADVANCE LINE 21),1/29/22 0:00,1/29/22 0:00,20.47,O,S2OH00360,"TIMKEN, JANE",S,OH,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1547050,"MEDIUM BUYING, LLC",TV AD PLACEMENT,10/18/21 0:00,11/2/21 0:00,677976.25,S,S2NC00505,"BUDD, THEODORE P",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1546466,"ARMADA STRATEGIES, LLC",RADIO AD PLACEMENT,10/18/21 0:00,10/23/21 0:00,38914.19,O,S2OH00436,"VANCE, J D",S,OH,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1569026,WPAI,DATA ANALYTICS,2/10/22 0:00,2/14/22 0:00,200,S,S2NV00324,"LAXALT, ADAM",S,NV,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1514099,"CATAMARAN CONSULTING, LLC","MAIL PRODUCTION, POSTAGE",4/15/21 0:00,4/21/21 0:00,13375,O,H8TX06266,"ELLZEY, JOHN KEVIN SR",H,TX,6,REP,S2021,SPECIAL-GENERAL
C00487470,CLUB FOR GROWTH ACTION,2021,1485372,"ACS AIR CHARTER SERVICE, INC.",BUS TOUR TRAVEL,1/3/21 0:00,1/3/21 0:00,12792.5,S,S0GA00526,"LOEFFLER, KELLY",S,GA,0,REP,R2021,RUNOFF
C00487470,CLUB FOR GROWTH ACTION,2022,1605940,CLUB FOR GROWTH,TV AD PRODUCTION (FROM ADVANCE LINE 21),6/29/22 0:00,6/29/22 0:00,189.62,S,H2WY00166,"HAGEMAN, HARRIET",H,WY,1,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1579067,"MEDIUM BUYING, LLC",TV AD PLACEMENT,4/4/22 0:00,4/6/22 0:00,199496.25,S,H0IL15129,"MILLER, MARY",H,IL,15,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1524787,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),7/13/21 0:00,7/13/21 0:00,207.56,S,H2TX06251,"WRIGHT, SUSAN",H,TX,6,REP,R2021,RUNOFF
C00487470,CLUB FOR GROWTH ACTION,2022,1572509,CLUB FOR GROWTH,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),3/3/22 0:00,3/3/22 0:00,49.3,S,S8AL00381,"BROOKS, MO",S,AL,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1523574,"BIG DOG STRATEGIES, LLC","MAIL PRODUCTION, POSTAGE",7/7/21 0:00,7/8/21 0:00,5728.5,O,H2OH15145,"LARE, JEFF",H,OH,15,REP,S2021,SPECIAL-PRIMARY
C00487470,CLUB FOR GROWTH ACTION,2022,1572948,"MARTIN & BLAINE, THE DIFFERENTIATORS LLC","MAIL PRODUCTION, POSTAGE",3/3/22 0:00,3/7/22 0:00,13251.63,O,S2NC00489,"MCCRORY, PATRICK LLOYD",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1595574,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),5/17/22 0:00,5/17/22 0:00,103.5,O,H2IL13120,"DAVIS, RODNEY L",H,IL,15,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1569041,CLUB FOR GROWTH,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),2/11/22 0:00,2/11/22 0:00,10.97,O,S2NC00489,"MCCRORY, PATRICK LLOYD",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1590082,"MEDIUM BUYING, LLC",TV AD PLACEMENT,4/18/22 0:00,4/20/22 0:00,612444.38,S,S2NC00505,"BUDD, THEODORE P",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1523743,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),7/8/21 0:00,7/8/21 0:00,224.47,S,H2TX06251,"WRIGHT, SUSAN",H,TX,6,REP,R2021,RUNOFF
C00487470,CLUB FOR GROWTH ACTION,2022,1592149,CLUB FOR GROWTH,RADIO AD COSTS (FROM ADVANCE LINE 21),5/4/22 0:00,5/4/22 0:00,37.29,O,H2NC04200,"DAUGHTRY, KELLY",H,NC,13,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1593234,"MCSHANE, LLC","MAIL PRODUCTION, POSTAGE",4/26/22 0:00,5/9/22 0:00,14940.09,O,H2NC04200,"DAUGHTRY, KELLY",H,NC,13,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1595604,WARFIELD AND COMPANY,TV AD PRODUCTION,5/16/22 0:00,5/18/22 0:00,3612,S,H0IL15129,"MILLER, MARY",H,IL,15,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1530178,CLUB FOR GROWTH,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),7/22/21 0:00,7/22/21 0:00,20.33,O,H6WY00159,"CHENEY, ELIZABETH MRS.",H,WY,1,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1547050,CLUB FOR GROWTH,TV AD PRODUCTION (FROM ADVANCE LINE 21),11/2/21 0:00,11/2/21 0:00,136.18,S,S2NC00505,"BUDD, THEODORE P",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1546625,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),10/26/21 0:00,10/26/21 0:00,121.69,S,S2NC00505,"BUDD, THEODORE P",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1590082,"MEDIUM BUYING, LLC",TV AD PLACEMENT,4/18/22 0:00,4/20/22 0:00,612444.38,O,S2NC00489,"MCCRORY, PATRICK LLOYD",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1545126,RIGHT COUNTRY LISTS,EMAIL COSTS,10/16/21 0:00,10/16/21 0:00,6375,S,S0UT00165,"LEE, MIKE",S,UT,0,REP,C2022,CONVENTION
C00487470,CLUB FOR GROWTH ACTION,2022,1601541,"MEDIUM BUYING, LLC",TV AD PLACEMENT,6/9/22 0:00,6/11/22 0:00,87890.63,S,H0IL15129,"MILLER, MARY",H,IL,15,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1592158,CLUB FOR GROWTH,TV AD COSTS (FROM ADVANCE LINE 21),5/4/22 0:00,5/4/22 0:00,35.81,O,S2NC00489,"MCCRORY, PATRICK LLOYD",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1546466,CLUB FOR GROWTH,PRESS RELEASE (FROM ADVANCE LINE 21),10/23/21 0:00,10/23/21 0:00,141.05,O,S2OH00436,"VANCE, J D",S,OH,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1574692,CLUB FOR GROWTH,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),3/16/22 0:00,3/16/22 0:00,56.52,S,S2NC00505,"BUDD, THEODORE P",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1530048,RIGHT COUNTRY LISTS,EMAIL COSTS,7/21/21 0:00,7/21/21 0:00,3400,O,H8TX06266,"ELLZEY, JOHN KEVIN SR",H,TX,6,REP,R2021,RUNOFF
C00487470,CLUB FOR GROWTH ACTION,2022,1590601,CLUB FOR GROWTH,RADIO AD PRODUCTION (FROM ADVANCE LINE 21),4/27/22 0:00,4/27/22 0:00,106.24,S,H4WV02080,"MOONEY, ALEXANDER XAVIER",H,WV,2,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1597885,CLUB FOR GROWTH,TV AD PRODUCTION (FROM ADVANCE LINE 21),5/25/22 0:00,5/25/22 0:00,189.33,O,S2NV00308,"BROWN, SAM",S,NV,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1563170,CLUB FOR GROWTH,TV AD PRODUCTION (FROM ADVANCE LINE 21),1/29/22 0:00,1/29/22 0:00,186.46,S,S8AL00381,"BROOKS, MO",S,AL,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1537326,COLD SPARK MEDIA,DIGITAL AD PLACEMENT,9/8/21 0:00,9/8/21 0:00,97500,S,S2NC00505,"BUDD, THEODORE P",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1592466,"MEDIUM BUYING, LLC",RADIO AD PLACEMENT,4/29/22 0:00,5/4/22 0:00,44887.5,S,H0IL15129,"MILLER, MARY",H,IL,15,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1590180,"ARMADA STRATEGIES, LLC",TV AD PLACEMENT,4/19/22 0:00,4/23/22 0:00,2782500,O,S2OH00436,"VANCE, J D",S,OH,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1581164,SEA OF REEDS MEDIA,INTERNET ADVERTISING,4/6/22 0:00,4/12/22 0:00,15000,S,S2NV00324,"LAXALT, ADAM",S,NV,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1541075,RIGHT COUNTRY LISTS,EMAIL COSTS,9/21/21 0:00,9/21/21 0:00,1275,S,S2NC00505,"BUDD, THEODORE P",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1530145,CLUB FOR GROWTH,DIGITAL AD PRODUCTION (FROM ADVANCE LINE 21),7/22/21 0:00,7/22/21 0:00,151.01,O,H2OH15145,"LARE, JEFF",H,OH,15,REP,S2021,SPECIAL-PRIMARY
C00487470,CLUB FOR GROWTH ACTION,2022,1590180,CLUB FOR GROWTH,TV AD COSTS (FROM ADVANCE LINE 21),4/23/22 0:00,4/23/22 0:00,74.58,O,S2OH00436,"VANCE, J D",S,OH,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1510297,"CATAMARAN CONSULTING, LLC","MAIL PRODUCTION, POSTAGE",4/12/21 0:00,4/13/21 0:00,13375,O,H8TX06266,"ELLZEY, JOHN KEVIN SR",H,TX,6,REP,S2021,SPECIAL-GENERAL
C00487470,CLUB FOR GROWTH ACTION,2022,1601031,CLUB FOR GROWTH,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),6/2/22 0:00,6/2/22 0:00,14.13,S,S2AZ00372,"MASTERS, BLAKE",S,AZ,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1530145,COLD SPARK MEDIA,DIGITAL AD PLACEMENT,7/20/21 0:00,7/22/21 0:00,26500,O,H2OH15129,"PETERSON, BOB",H,OH,15,REP,S2021,SPECIAL-PRIMARY
C00487470,CLUB FOR GROWTH ACTION,2022,1595604,WARFIELD AND COMPANY,RADIO AD PRODUCTION,5/16/22 0:00,5/18/22 0:00,1747.5,O,H2IL13120,"DAVIS, RODNEY L",H,IL,15,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1617924,ARENA COMMUNICATIONS,"MAIL PRODUCTION, POSTAGE",7/13/22 0:00,7/20/22 0:00,20642,S,H0FL13158,"PAULINA LUNA, ANNA",H,FL,13,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1607305,CLUB FOR GROWTH,TV AD PRODUCTION (FROM ADVANCE LINE 21),7/6/22 0:00,7/6/22 0:00,230.53,O,H2MO07168,"WASSON, JAY",H,MO,7,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1514640,WPAI,DATA ANALYTICS,4/27/21 0:00,4/27/21 0:00,200,S,H2TX06251,"WRIGHT, SUSAN",H,TX,6,REP,S2021,SPECIAL-GENERAL
C00487470,CLUB FOR GROWTH ACTION,2022,1569041,CLUB FOR GROWTH,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),2/14/22 0:00,2/14/22 0:00,10.97,O,S2NC00489,"MCCRORY, PATRICK LLOYD",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1571826,CLUB FOR GROWTH,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),2/22/22 0:00,2/22/22 0:00,10.97,S,S2NC00505,"BUDD, THEODORE P",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1556136,WARFIELD AND COMPANY,RADIO AD PRODUCTION,1/10/22 0:00,1/12/22 0:00,3655,S,S8AL00381,"BROOKS, MO",S,AL,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1579069,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),4/7/22 0:00,4/7/22 0:00,227.45,S,H0IL15129,"MILLER, MARY",H,IL,15,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1605354,DROGAN GROUP LLC,DIGITAL AD PRODUCTION,6/24/22 0:00,6/24/22 0:00,262.5,O,H2IL13120,"DAVIS, RODNEY L",H,IL,15,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1530178,"MEDIUM BUYING, LLC",TV AD PLACEMENT,7/20/21 0:00,7/23/21 0:00,12843.9,O,H6WY00159,"CHENEY, ELIZABETH MRS.",H,WY,1,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1546401,"MARTIN & BLAINE, THE DIFFERENTIATORS LLC","MAIL PRODUCTION, POSTAGE",10/21/21 0:00,10/22/21 0:00,44895.16,S,S2NC00505,"BUDD, THEODORE P",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1600846,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),6/7/22 0:00,6/7/22 0:00,113.72,S,H0IL15129,"MILLER, MARY",H,IL,15,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1579267,"GRP BUYING, LLC",TV AD PLACEMENT,4/4/22 0:00,4/8/22 0:00,120660.47,S,H4WV02080,"MOONEY, ALEXANDER XAVIER",H,WV,2,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1581136,CLUB FOR GROWTH,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),4/11/22 0:00,4/11/22 0:00,25.94,S,S2NC00505,"BUDD, THEODORE P",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1569041,CLUB FOR GROWTH,TV AD PRODUCTION (FROM ADVANCE LINE 21),2/14/22 0:00,2/14/22 0:00,270.86,O,S2NC00489,"MCCRORY, PATRICK LLOYD",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1600647,CLUB FOR GROWTH,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),6/2/22 0:00,6/2/22 0:00,28.26,S,S2NV00324,"LAXALT, ADAM",S,NV,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1576220,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),3/21/22 0:00,3/21/22 0:00,175.44,S,S2NC00505,"BUDD, THEODORE P",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1578229,WPAI,DATA ANALYTICS,3/28/22 0:00,4/4/22 0:00,200,S,H2NC05157,"HINES, ROBERT",H,NC,13,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1514285,CLUB FOR GROWTH,MAIL PRODUCTION (FROM ADVANCE LINE 21),4/23/21 0:00,4/23/21 0:00,179.86,O,H8TX06266,"ELLZEY, JOHN KEVIN SR",H,TX,6,REP,S2021,SPECIAL-GENERAL
C00487470,CLUB FOR GROWTH ACTION,2022,1590082,"MEDIUM BUYING, LLC",TV AD PLACEMENT,4/18/22 0:00,4/20/22 0:00,147412.6,O,S2NC00307,"WALKER, BRADLEY MARK",S,NC,0,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1602294,CLUB FOR GROWTH,TV AD PRODUCTION (FROM ADVANCE LINE 21),6/15/22 0:00,6/15/22 0:00,210.08,S,H2WY00166,"HAGEMAN, HARRIET",H,WY,1,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2022,1617956,WARFIELD AND COMPANY,TV AD PRODUCTION,7/18/22 0:00,7/20/22 0:00,9432,O,H2MO07168,"WASSON, JAY",H,MO,7,REP,P2022,
C00487470,CLUB FOR GROWTH ACTION,2021,1530145,CLUB FOR GROWTH,DIGITAL AD PRODUCTION (FROM ADVANCE LINE 21),7/22/21 0:00,7/22/21 0:00,142.71,O,H2OH15152,"KUNZE, STEPHANIE L.",H,OH,15,REP,S2021,SPECIAL-PRIMARY
